wavelength_nm,sensitivity
4.870000000000000000e+02,6.807328685905574828e-01
4.880000000000000000e+02,6.923158793447550252e-01
4.890000000000000000e+02,7.038461742569124269e-01
4.900000000000000000e+02,7.153133925155724659e-01
4.910000000000000000e+02,7.267071253881162152e-01
4.920000000000000000e+02,7.380169210360225662e-01
4.930000000000000000e+02,7.492322886965132600e-01
4.940000000000000000e+02,7.603427022423612236e-01
4.950000000000000000e+02,7.713376031413609057e-01
4.960000000000000000e+02,7.822064028469947194e-01
4.970000000000000000e+02,7.929384846620552985e-01
4.980000000000000000e+02,8.035232051273433207e-01
4.990000000000000000e+02,8.139498949979985243e-01
5.000000000000000000e+02,8.242078598805016032e-01
5.010000000000000000e+02,8.342863806137171823e-01
5.020000000000000000e+02,8.441747134876208536e-01
5.030000000000000000e+02,8.538620904033542569e-01
5.040000000000000000e+02,8.633377190879258922e-01
5.050000000000000000e+02,8.725907834861835743e-01
5.060000000000000000e+02,8.816104444614248914e-01
5.070000000000000000e+02,8.903858409441915978e-01
5.080000000000000000e+02,8.989060916761699715e-01
5.090000000000000000e+02,9.071602977026561598e-01
5.100000000000000000e+02,9.151375457725743345e-01
5.110000000000000000e+02,9.228269128093624651e-01
5.120000000000000000e+02,9.302174716190640957e-01
5.130000000000000000e+02,9.372982980034847422e-01
5.140000000000000000e+02,9.440584794460756823e-01
5.150000000000000000e+02,9.504871255361431182e-01
5.160000000000000000e+02,9.565733802928566565e-01
5.170000000000000000e+02,9.623064365440630041e-01
5.180000000000000000e+02,9.676755525060194429e-01
5.190000000000000000e+02,9.726700706985410561e-01
5.200000000000000000e+02,9.772794393155838089e-01
5.210000000000000000e+02,9.814932361537618277e-01
5.220000000000000000e+02,9.853011951806049940e-01
5.230000000000000000e+02,9.886932358003410748e-01
5.240000000000000000e+02,9.916594948476488147e-01
5.250000000000000000e+02,9.941903613090369296e-01
5.260000000000000000e+02,9.962765137374427482e-01
5.270000000000000000e+02,9.979089602882965648e-01
5.280000000000000000e+02,9.990790812649572583e-01
5.290000000000000000e+02,9.997786740183272070e-01
5.300000000000000000e+02,1.000000000000000000e+00
5.310000000000000000e+02,9.997358337209918400e-01
5.320000000000000000e+02,9.989795133195168431e-01
5.330000000000000000e+02,9.977249923921549524e-01
5.340000000000000000e+02,9.959668926939022615e-01
5.350000000000000000e+02,9.937005572649314500e-01
5.360000000000000000e+02,9.909221034964479369e-01
5.370000000000000000e+02,9.876284756058846259e-01
5.380000000000000000e+02,9.838174959539889297e-01
5.390000000000000000e+02,9.794879146043111717e-01
5.400000000000000000e+02,9.746394565003863031e-01
5.410000000000000000e+02,9.692728656186632152e-01
5.420000000000000000e+02,9.633899454470635781e-01
5.430000000000000000e+02,9.569935951409450636e-01
5.440000000000000000e+02,9.500878407209960574e-01
5.450000000000000000e+02,9.426778607018746481e-01
5.460000000000000000e+02,9.347700055766106075e-01
5.470000000000000000e+02,9.263718106300877775e-01
5.480000000000000000e+02,9.174920016151256741e-01
5.490000000000000000e+02,9.081404928964023071e-01
5.500000000000000000e+02,8.983283777498126677e-01
5.510000000000000000e+02,8.880679105968545262e-01
5.520000000000000000e+02,8.773724810537205654e-01
5.530000000000000000e+02,8.662565797813442936e-01
5.540000000000000000e+02,8.547357562336376224e-01
5.550000000000000000e+02,8.428265685144308295e-01
5.560000000000000000e+02,8.305465256668141949e-01
5.570000000000000000e+02,8.179140228292675063e-01
5.580000000000000000e+02,8.049482697986846125e-01
5.590000000000000000e+02,7.916692136388143730e-01
5.600000000000000000e+02,7.780974560614127844e-01
5.610000000000000000e+02,7.642541663845935362e-01
5.620000000000000000e+02,7.501609909366055984e-01
5.630000000000000000e+02,7.358399598221948557e-01
5.640000000000000000e+02,7.213133920017067435e-01
5.650000000000000000e+02,7.066037996495112550e-01
5.660000000000000000e+02,6.917337927579872980e-01
5.670000000000000000e+02,6.767259849363101987e-01
5.680000000000000000e+02,6.616029013203117426e-01
5.690000000000000000e+02,6.463868894616923155e-01
5.700000000000000000e+02,6.311000340031807099e-01
